188	129
188	5
188	4
188	1
188	162
188	3
188	5
188	1
188	1
188	1
188	4
188	36
188	5
188	1
188	8
188	54
188	19
188	10
188	2
188	4
188	8
188	5
188	5
188	1
188	6
188	1
188	5
188	1
188	4
188	22
188	2
188	2
188	6
188	3
188	8
188	2
188	2
188	1
188	2
188	1
188	1
188	2
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	2
188	1
188	1
188	1
188	9
188	1
188	2
188	1
188	1
188	1
188	2
188	1
188	2
188	1
188	13
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	6
188	1
188	1
188	1
188	1
188	1
188	1
188	2
188	1
188	4
188	35
188	2
188	6
188	1
188	2
188	11
188	1
188	5
188	4
188	3
188	2
188	1
188	1
188	1
188	1
188	1
188	7
188	1
188	2
188	3
188	1
188	1
188	2
188	2
188	2
188	9
188	3
188	6
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	2
188	2
188	1
188	1
188	3
188	1
188	1
188	1
188	1
188	1
188	1
188	2
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	5
188	1
188	1
188	2
188	1
188	1
188	2
188	2
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	8
188	2
188	1
188	5
188	1
188	2
188	10
188	1
188	1
188	2
188	1
188	3
188	1
188	4
188	1
188	2
188	2
188	1
188	1
188	3
188	2
188	2
188	2
188	1
188	2
188	1
188	1
188	1
188	20
188	1
188	2
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	2
188	1
188	2
188	4
188	1
188	2
188	1
188	3
188	1
188	6
188	6
188	1
188	4
188	1
188	3
188	78
188	3
188	1
188	2
188	1
188	2
188	1
188	5
188	1
188	8
188	1
188	1
188	1
188	2
188	1
188	2
188	2
188	2
188	1
188	1
188	7
188	1
188	2
188	1
188	1
188	1
188	1
188	1
188	1
188	2
188	2
188	2
188	1
188	1
188	1
188	1
188	1
188	1
188	1
188	2
188	2
188	3
188	1
188	1
188	1
188	1
188	1
188	1
188	2
188	2
188	1
188	1
188	5
188	1
188	1
188	6
188	1
188	1
188	2
188	1
188	9
188	1
188	5
188	1
188	2
188	1
188	4
188	1
188	1
188	5
188	1
188	1
188	1
188	1
188	3
188	1
188	1
188	1
188	10
188	1
188	11
188	2
188	1
188	1
188	155
188	8
188	1
188	2
188	1
188	1
188	1
188	3
188	1
188	1
188	1
188	1
188	1
188	1
188	5
244	1
244	1
244	113
244	2
244	4
244	4
244	2
244	1
244	2
244	1
244	1
244	1
244	9
244	7
244	11
244	1
244	7
244	1
244	2
244	2
244	1
244	3
244	15
244	1
244	3
244	1
244	1
244	1
244	1
244	1
244	1
244	4
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	3
244	1
244	1
244	58
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	2
244	1
244	2
244	1
244	3
244	1
244	1
244	1
244	1
244	1
244	1
244	2
244	1
244	1
244	2
244	1
244	3
244	1
244	1
244	2
244	1
244	1
244	2
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	2
244	1
244	1
244	1
244	2
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	2
244	1
244	1
244	1
244	1
244	1
244	2
244	1
244	1
244	1
244	1
244	1
244	19
244	1
244	1
244	1
244	3
244	1
244	117
244	3
244	2
244	2
244	1
244	1
244	1
244	1
244	1
244	2
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	166
244	2
244	2
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	2
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	2
244	1
244	1
244	1
244	1
244	1
244	1
244	2
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	3
244	2
244	1
244	1
244	1
244	21
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	1
244	2
244	1
244	1
