4188	1
4188	24
4188	1
4188	1
4188	2
4188	2
4188	3
4188	1
4188	5
4188	2
4188	3
4188	2
4188	11
4188	2
4188	2
4188	1
4188	1
4188	25
4188	7
4188	1
4188	1
4188	2
4188	12
4188	2
4188	4
1871	1
1871	3
1871	1
1871	8
1871	4
1871	2
1871	3
1871	1
1871	1
1871	1
1871	1
1871	1
1871	3
1871	1
1871	3
1871	1
1871	2
1871	4
1871	2
1871	4
1871	1
1871	1
1871	1
1871	1
1871	1
1871	2
1871	1
1871	1
1871	1
1871	1
1871	1
1871	1
1871	1
1871	1
1871	2
1871	2
1871	5
1871	3
1871	1
1871	2
1871	4
1871	1
1871	1
1871	2
1871	1
1871	1
1871	1
1871	9
1871	1
1871	1
1871	1
1871	1
1871	1
1871	2
1871	10
1871	1
1871	1
1871	2
1137	4
1137	1
1137	1
1137	1
1137	4
1137	2
1137	2
1137	2
1137	1
1137	1
1137	1
1137	1
1137	2
1137	2
1137	1
1137	1
1137	2
1137	1
1137	1
1137	1
1137	1
1137	1
1137	1
1137	1
1137	1
1137	1
1137	1
1137	1
1137	1
1137	1
1137	1
1137	1
1137	1
1137	1
1137	1
1137	1
1137	2
1137	1
1137	1
1137	1
1137	1
1137	1
1137	2
1137	2
1137	1
1137	1
1137	1
1137	1
1137	1
1137	1
1137	1
1137	1
1137	2
1137	1
1137	1
1137	1
1137	3
1137	1
1137	1
1137	1
1137	1
1137	1
1137	2
1137	2
1137	7
1137	6
1137	3
1137	2
1137	1
1137	2
1137	1
1137	1
1137	1
1137	1
1137	2
1137	1
1137	1
1137	1
1137	1
1137	3
3479	1
3479	1
3479	1
3479	1
3479	1
3479	1
3479	1
3479	2
3479	1
3479	1
3479	2
3479	2
3479	3
3479	1
3479	1
3479	1
3479	1
3479	1
3479	2
3479	2
3479	2
3479	1
3479	3
3479	1
3479	2
3479	1
3479	1
3479	1
3479	1
3479	1
3479	3
3479	1
3479	3
3479	1
3479	1
3479	3
3479	3
3479	7
3479	1
3479	1
3479	4
3479	2
3479	2
3479	1
3479	2
3479	1
3479	1
3479	1
3479	1
3479	3
3479	1
3479	1
3479	1
3479	1
3479	2
3479	9
3479	6
3479	1
3479	1
3479	1
3479	1
3479	4
3479	3
3479	1
3479	2
288	1
288	1
288	3
288	1
288	1
288	1
288	2
288	1
288	1
288	1
288	1
288	1
288	1
288	1
288	2
288	2
288	1
288	5
288	1
288	1
288	5
288	1
288	3
288	1
288	6
288	2
288	1
288	20
288	1
288	3
288	1
288	1
288	5
288	1
288	1
288	1
288	1
288	2
288	2
288	2
288	1
288	1
288	1
288	1
288	1
288	2
288	1
288	2
288	1
288	1
288	1
288	1
288	1
288	3
288	1
288	2
288	1
288	5
288	1
288	1
1705	1
1705	5
1705	2
1705	1
1705	3
1705	6
1705	1
1705	1
1705	1
1705	1
1705	1
1705	1
1705	1
1705	3
1705	1
1705	1
1705	1
1705	1
1705	1
1705	1
1705	1
1705	14
1705	1
1705	1
1705	5
1705	1
1705	1
1705	1
1705	3
1705	12
1705	1
1705	1
1705	1
1705	1
1705	1
1705	1
1705	1
1705	2
1705	1
1705	1
1705	18
1705	12
1705	2
2197	4
2197	4
2197	1
2197	1
2197	2
2197	1
2197	2
2197	1
2197	2
2197	2
2197	1
2197	2
2197	2
2197	10
2197	8
2197	2
2197	2
2197	1
2197	2
2197	1
2197	2
2197	2
2197	1
2197	1
2197	1
2197	22
2197	1
2197	2
2197	3
2197	1
2197	1
2197	1
2197	2
2197	1
2197	1
2197	1
2197	2
2197	1
2197	1
2197	2
2197	3
2197	1
2197	2
2197	5
2197	1
2197	4
2197	1
2385	1
2385	1
2385	16
2385	1
2385	1
2385	1
2385	1
2385	1
2385	1
2385	1
2385	1
2385	1
2385	1
2385	1
2385	2
2385	1
2385	1
2385	3
2385	1
2385	1
2385	1
2385	2
2385	2
2385	1
2385	1
2385	1
2385	2
2385	1
2385	3
